utt_id,dataset,speaker,accent,cefr,condition,mode,chunk_ms,left_ctx_ms,ref_text,hyp_text,duration_s,wer,cer,n_ref_words,substitutions,deletions,insertions,proc_time_s,rtf,mean_chunk_proc_s,algorithmic_latency_ms
l2arctic_BWC_arctic_a0038,l2arctic,BWC,Mandarin,,offline,offline,,,We will have to watch our chances,we will have to watch our chances.,2.774,0.0,0.0,7,0,0,0,0.1556,0.0561,,
l2arctic_BWC_arctic_a0039,l2arctic,BWC,Mandarin,,offline,offline,,,The ship should be in within a week or ten days,The sheep should be eaten within a week or 10 days.,4.079,0.2727272727272727,0.19148936170212766,11,3,0,0,0.1632,0.04,,
l2arctic_BWC_arctic_a0040,l2arctic,BWC,Mandarin,,offline,offline,,,I suppose you wonder why she is coming up here,I suppose you wonder why she's coming up here.,3.455,0.2,0.043478260869565216,10,1,1,0,0.1698,0.0491,,
l2arctic_BWC_arctic_a0041,l2arctic,BWC,Mandarin,,offline,offline,,,Meanwhile I will go out to breathe a spell,"Meanwhile, I will go out to breathe a spell.",3.495,0.0,0.0,9,0,0,0,0.1668,0.0477,,
l2arctic_BWC_arctic_a0042,l2arctic,BWC,Mandarin,,offline,offline,,,How could he explain his possession of the sketch,How would she explain his perception of the sketch?,3.818,0.3333333333333333,0.14285714285714285,9,3,0,0,0.1629,0.0427,,
l2arctic_BWC_arctic_a0045,l2arctic,BWC,Mandarin,,offline,offline,,,He moved away as quietly as he had come,He moved away as quickly as he had come.,2.718,0.1111111111111111,0.05128205128205128,9,1,0,0,0.1611,0.0593,,
l2arctic_BWC_arctic_a0046,l2arctic,BWC,Mandarin,,offline,offline,,,The girl faced him her eyes shining with sudden fear,"The girl faced him, her eyes shining with shouted fear.",5.099,0.1,0.09615384615384616,10,1,0,0,0.1803,0.0354,,
l2arctic_BWC_arctic_a0047,l2arctic,BWC,Mandarin,,offline,offline,,,Close beside him gleamed the white fangs of the wolf dog,Clothes beside him gleamed the white front of the wolf dog.,6.031,0.18181818181818182,0.125,11,2,0,0,0.1846,0.0306,,
l2arctic_BWC_arctic_a0048,l2arctic,BWC,Mandarin,,offline,offline,,,He looked at the handkerchief more closely,he looked at the hanker shift more closely.,3.455,0.2857142857142857,0.11904761904761904,7,1,0,1,0.1708,0.0494,,
l2arctic_BWC_arctic_a0051,l2arctic,BWC,Mandarin,,offline,offline,,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",7.053,1.6666666666666667,1.6307692307692307,12,2,1,17,0.472,0.0669,,
l2arctic_BWC_arctic_a0052,l2arctic,BWC,Mandarin,,offline,offline,,,It was a curious coincidence,It was a curious coincidence.,3.054,0.0,0.0,5,0,0,0,0.1546,0.0506,,
l2arctic_BWC_arctic_a0053,l2arctic,BWC,Mandarin,,offline,offline,,,Suddenly his fingers closed tightly over the handkerchief,"Shadowly, his fingers close tightly over the handkerchief.",5.108,0.25,0.08771929824561403,8,2,0,0,0.2283,0.0447,,
l2arctic_BWC_arctic_a0054,l2arctic,BWC,Mandarin,,offline,offline,,,There was nothing on the rock,there was nothing on the rock.,1.867,0.0,0.0,6,0,0,0,0.2191,0.1174,,
l2arctic_BWC_arctic_a0058,l2arctic,BWC,Mandarin,,offline,offline,,,I came for information more out of curiosity than anything else,I came for information more out of curiosity than anything else.,5.862,0.0,0.0,11,0,0,0,0.25,0.0427,,
l2arctic_BWC_arctic_a0059,l2arctic,BWC,Mandarin,,offline,offline,,,His immaculate appearance was gone,his immaculate appearance was gone.,2.819,0.0,0.0,5,0,0,0,0.2156,0.0765,,
l2arctic_BWC_arctic_a0060,l2arctic,BWC,Mandarin,,offline,offline,,,Anyway no one saw her like that,"Anyway, no one saw her like that.",2.37,0.0,0.0,7,0,0,0,0.223,0.0941,,
l2arctic_BWC_arctic_a0062,l2arctic,BWC,Mandarin,,offline,offline,,,The men stared into each other's face,the men started into each other's face.,2.857,0.14285714285714285,0.02702702702702703,7,1,0,0,0.1912,0.0669,,
l2arctic_BWC_arctic_a0063,l2arctic,BWC,Mandarin,,offline,offline,,,Yes it was a man who asked a stranger,"Yes, it was a man who asked a stranger.",3.275,0.0,0.0,9,0,0,0,0.2356,0.072,,
l2arctic_BWC_arctic_a0064,l2arctic,BWC,Mandarin,,offline,offline,,,The fourth and fifth days passed without any developments,the fourth and 50 days passed without any derailments.,4.308,0.2222222222222222,0.17543859649122806,9,2,0,0,0.2372,0.0551,,
l2arctic_BWC_arctic_a0065,l2arctic,BWC,Mandarin,,offline,offline,,,They closed now until his fingers were like cords of steel,Stay close now until his fingers were little cord of steel.,5.06,0.36363636363636365,0.13793103448275862,11,4,0,0,0.2599,0.0514,,
l2arctic_BWC_arctic_a0067,l2arctic,BWC,Mandarin,,offline,offline,,,Surely I will excuse you she cried,"Surely, I will excuse you,"" she cried.",3.221,0.0,0.0,7,0,0,0,0.2116,0.0657,,
l2arctic_BWC_arctic_a0071,l2arctic,BWC,Mandarin,,offline,offline,,,What was the object of your little sensation,What was the object of your little sensation?,3.275,0.0,0.0,8,0,0,0,0.2208,0.0674,,
l2arctic_BWC_arctic_a0073,l2arctic,BWC,Mandarin,,offline,offline,,,The promoter's eyes were heavy with little puffy bags under them,The palmetto's eyes were heavy with little puffed backs under them.,6.224,0.2727272727272727,0.140625,11,3,0,0,0.2887,0.0464,,
l2arctic_BWC_arctic_a0075,l2arctic,BWC,Mandarin,,offline,offline,,,There has been a change she interrupted him,"There has been a change, she interrupt him.",3.816,0.125,0.046511627906976744,8,1,0,0,0.1857,0.0487,,
l2arctic_BWC_arctic_a0076,l2arctic,BWC,Mandarin,,offline,offline,,,The gray eyes faltered the flush deepened,"the grid as filtered, the flow deepened.",3.57,0.5714285714285714,0.21951219512195122,7,4,0,0,0.1844,0.0516,,
l2arctic_EBVS_arctic_a0003,l2arctic,EBVS,Spanish,,offline,offline,,,For the twentieth time that evening the two men shook hands,"For the 20th time that evening, the two men shook hands.",4.716,0.09090909090909091,0.11864406779661017,11,1,0,0,0.1832,0.0388,,
l2arctic_EBVS_arctic_a0005,l2arctic,EBVS,Spanish,,offline,offline,,,Will we ever forget it,Will we ever forget it?,1.302,0.0,0.0,5,0,0,0,0.1497,0.115,,
l2arctic_EBVS_arctic_a0006,l2arctic,EBVS,Spanish,,offline,offline,,,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I'll go on seeing them forever.,4.601,0.09090909090909091,0.04,11,1,0,0,0.2101,0.0457,,
l2arctic_EBVS_arctic_a0007,l2arctic,EBVS,Spanish,,offline,offline,,,And you always want to see it in the superlative degree,And you always want to see it in the superlative degree.,4.937,0.0,0.0,11,0,0,0,0.1788,0.0362,,
l2arctic_EBVS_arctic_a0008,l2arctic,EBVS,Spanish,,offline,offline,,,Gad your letter came just in time,"God, your letter comes just in time.",3.53,0.2857142857142857,0.09090909090909091,7,2,0,0,0.1581,0.0448,,
l2arctic_EBVS_arctic_a0010,l2arctic,EBVS,Spanish,,offline,offline,,,I'm playing a single hand in what looks like a losing game,I'm playing a single hand in what looks like a losing game.,3.769,0.0,0.0,12,0,0,0,0.1922,0.051,,
l2arctic_EBVS_arctic_a0011,l2arctic,EBVS,Spanish,,offline,offline,,,If I ever needed a fighter in my life I need one now,"If I ever needed a fighter in my life, I needed one now.",4.446,0.07692307692307693,0.038461538461538464,13,1,0,0,0.1845,0.0415,,
l2arctic_EBVS_arctic_a0013,l2arctic,EBVS,Spanish,,offline,offline,,,He was a head shorter than his companion of almost delicate physique,he was a hit shorter than his companion of almost delicate physics.,5.648,0.16666666666666666,0.08823529411764706,12,2,0,0,0.185,0.0328,,
l2arctic_EBVS_arctic_a0018,l2arctic,EBVS,Spanish,,offline,offline,,,There was a change now,There was a change now.,1.16,0.0,0.0,5,0,0,0,0.1503,0.1295,,
l2arctic_EBVS_arctic_a0019,l2arctic,EBVS,Spanish,,offline,offline,,,I followed the line of the proposed railroad looking for chances,I followed the line of the proposed railroad looking for chance.,5.173,0.09090909090909091,0.015625,11,1,0,0,0.1727,0.0334,,
l2arctic_EBVS_arctic_a0020,l2arctic,EBVS,Spanish,,offline,offline,,,Clubs and balls and cities grew to be only memories,Clubs and boards and cities grow to be only memories.,3.081,0.2,0.0784313725490196,10,2,0,0,0.1617,0.0525,,
l2arctic_EBVS_arctic_a0021,l2arctic,EBVS,Spanish,,offline,offline,,,It fairly clubbed me into recognizing it,It's fairly clubbed me to recognize it.,2.407,0.42857142857142855,0.175,7,3,0,0,0.1732,0.072,,
l2arctic_EBVS_arctic_a0022,l2arctic,EBVS,Spanish,,offline,offline,,,Hardly were our plans made public before we were met by powerful opposition,Hardly were our plans made public before we were met by powerful opposition.,5.814,0.0,0.0,13,0,0,0,0.1882,0.0324,,
l2arctic_EBVS_arctic_a0023,l2arctic,EBVS,Spanish,,offline,offline,,,A combination of capital quickly organized and petitioned for the same privileges,a combination of capital quickly organized and petitioned for the same privilege.,7.84,0.08333333333333333,0.012345679012345678,12,1,0,0,0.1824,0.0233,,
l2arctic_EBVS_arctic_a0024,l2arctic,EBVS,Spanish,,offline,offline,,,It was my reports from the north which chiefly induced people to buy,It was my report from the north which chiefly induced people to buy.,4.697,0.07692307692307693,0.014705882352941176,13,1,0,0,0.1776,0.0378,,
l2arctic_EBVS_arctic_a0025,l2arctic,EBVS,Spanish,,offline,offline,,,I was about to do this when cooler judgment prevailed,I was about to do this when the courier judgments provide.,5.001,0.4,0.22641509433962265,10,3,0,1,0.1729,0.0346,,
l2arctic_EBVS_arctic_a0026,l2arctic,EBVS,Spanish,,offline,offline,,,It occurred to me that there would have to be an accounting,It occurred to me that there will have to be an accounting.,4.18,0.08333333333333333,0.05084745762711865,12,1,0,0,0.1813,0.0434,,
l2arctic_EBVS_arctic_a0027,l2arctic,EBVS,Spanish,,offline,offline,,,To my surprise he began to show actual enthusiasm in my favor,"To my surprise, he began to show actual intuitions in my favor.",3.983,0.08333333333333333,0.11475409836065574,12,1,0,0,0.2115,0.0531,,
l2arctic_EBVS_arctic_a0028,l2arctic,EBVS,Spanish,,offline,offline,,,Robbery bribery fraud,"robbery, bribery, fraud.",2.702,0.0,0.0,3,0,0,0,0.1601,0.0592,,
l2arctic_EBVS_arctic_a0029,l2arctic,EBVS,Spanish,,offline,offline,,,Their forces were already moving into the north country,their forces were already moving into the North Country.,3.529,0.0,0.0,9,0,0,0,0.1635,0.0463,,
l2arctic_EBVS_arctic_a0030,l2arctic,EBVS,Spanish,,offline,offline,,,I had faith in them,I had faith in them.,1.389,0.0,0.0,5,0,0,0,0.1475,0.1061,,
l2arctic_EBVS_arctic_a0031,l2arctic,EBVS,Spanish,,offline,offline,,,They were three hundred yards apart,They were 300 yards apart.,2.496,0.3333333333333333,0.37142857142857144,6,1,1,0,0.1523,0.061,,
l2arctic_EBVS_arctic_a0032,l2arctic,EBVS,Spanish,,offline,offline,,,Since then some mysterious force has been fighting us at every step,Since then some mysterious force has been fighting us at every step,5.225,0.0,0.0,12,0,0,0,0.1718,0.0329,,
l2arctic_EBVS_arctic_a0036,l2arctic,EBVS,Spanish,,offline,offline,,,She turned in at the hotel,she turned in a hotter.,1.933,0.5,0.2692307692307692,6,2,1,0,0.161,0.0833,,
l2arctic_EBVS_arctic_a0037,l2arctic,EBVS,Spanish,,offline,offline,,,I was the only one who remained sitting,I was the only one who reminded me of sitting.,3.487,0.375,0.20512820512820512,8,1,0,2,0.175,0.0502,,
l2arctic_EBVS_arctic_a0038,l2arctic,EBVS,Spanish,,offline,offline,,,We'll have to watch our chances,we'll have to watch our chances.,2.043,0.0,0.0,6,0,0,0,0.1601,0.0784,,
l2arctic_EBVS_arctic_a0039,l2arctic,EBVS,Spanish,,offline,offline,,,The ship should be in within a week or ten days,the shift should be in within a week or 10 days.,3.626,0.18181818181818182,0.10638297872340426,11,2,0,0,0.1684,0.0464,,
l2arctic_EBVS_arctic_a0040,l2arctic,EBVS,Spanish,,offline,offline,,,I suppose you wonder why she is coming up here,I suppose you wonder why she is coming up here,3.918,0.0,0.0,10,0,0,0,0.1763,0.045,,
l2arctic_EBVS_arctic_a0041,l2arctic,EBVS,Spanish,,offline,offline,,,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to breathe a spell.",3.39,0.0,0.0,8,0,0,0,0.1817,0.0536,,
l2arctic_EBVS_arctic_a0042,l2arctic,EBVS,Spanish,,offline,offline,,,How could he explain his possession of the sketch,How could he explain his position of the sketch?,3.951,0.1111111111111111,0.08163265306122448,9,1,0,0,0.1759,0.0445,,
l2arctic_EBVS_arctic_a0045,l2arctic,EBVS,Spanish,,offline,offline,,,He moved away as quickly as he had come,He moved it away as quickly as he had come.,2.91,0.1111111111111111,0.07692307692307693,9,0,0,1,0.1726,0.0593,,
l2arctic_EBVS_arctic_a0046,l2arctic,EBVS,Spanish,,offline,offline,,,The girl faced him her eyes shining with sudden fear,"The girl faces him, her eyes shining with sudden fear.",4.199,0.1,0.019230769230769232,10,1,0,0,0.1711,0.0407,,
l2arctic_EBVS_arctic_a0047,l2arctic,EBVS,Spanish,,offline,offline,,,Close beside him gleamed the white fangs of the wolf dog,Close beside him glimmered the white fangs of the wolf dog.,5.084,0.09090909090909091,0.07142857142857142,11,1,0,0,0.1906,0.0375,,
l2arctic_EBVS_arctic_a0048,l2arctic,EBVS,Spanish,,offline,offline,,,He looked at the handkerchief more closely,He looked at the hungry chief more closely.,2.228,0.2857142857142857,0.11904761904761904,7,1,0,1,0.1642,0.0737,,
l2arctic_EBVS_arctic_a0051,l2arctic,EBVS,Spanish,,offline,offline,,,The lace was of a delicate ivory color faintly tinted with yellow,"The lady was of a delicate ivory color, faintly tinted with yellow.",5.82,0.08333333333333333,0.03076923076923077,12,1,0,0,0.1814,0.0312,,
l2arctic_EBVS_arctic_a0052,l2arctic,EBVS,Spanish,,offline,offline,,,It was a curious coincidence,It was a curious coincidence.,1.611,0.0,0.0,5,0,0,0,0.1587,0.0985,,
l2arctic_EBVS_arctic_a0053,l2arctic,EBVS,Spanish,,offline,offline,,,Suddenly his fingers closed tightly over the handkerchief,"Suddenly, his fingers closed tightly over the hungry chief.",3.98,0.25,0.08771929824561403,8,1,0,1,0.1684,0.0423,,
l2arctic_EBVS_arctic_a0054,l2arctic,EBVS,Spanish,,offline,offline,,,There was nothing on the rock,There was nothing on the rock,1.45,0.0,0.0,6,0,0,0,0.1467,0.1012,,
l2arctic_EBVS_arctic_a0058,l2arctic,EBVS,Spanish,,offline,offline,,,I came for information more out of curiosity than anything else,I came for information more out of curiosity than anything else.,4.829,0.0,0.0,11,0,0,0,0.173,0.0358,,
l2arctic_EBVS_arctic_a0059,l2arctic,EBVS,Spanish,,offline,offline,,,His immaculate appearance was gone,his immaculate appearance was gone.,3.471,0.0,0.0,5,0,0,0,0.1703,0.0491,,
l2arctic_EBVS_arctic_a0060,l2arctic,EBVS,Spanish,,offline,offline,,,Anyway no one saw her like that,"Anyway, no one saw her like that.",3.395,0.0,0.0,7,0,0,0,0.1715,0.0505,,
l2arctic_EBVS_arctic_a0062,l2arctic,EBVS,Spanish,,offline,offline,,,The men stared into each other's face,The men started into each other's face.,2.507,0.14285714285714285,0.02702702702702703,7,1,0,0,0.1786,0.0712,,
l2arctic_EBVS_arctic_a0063,l2arctic,EBVS,Spanish,,offline,offline,,,Yes it was a man who asked a stranger,"Yes, it was a man who asked a stranger.",2.711,0.0,0.0,9,0,0,0,0.1714,0.0632,,
l2arctic_EBVS_arctic_a0064,l2arctic,EBVS,Spanish,,offline,offline,,,The fourth and fifth days passed without any developments,The fourth and fifth days passed without any developments.,5.018,0.0,0.0,9,0,0,0,0.1741,0.0347,,
l2arctic_EBVS_arctic_a0065,l2arctic,EBVS,Spanish,,offline,offline,,,They closed now until his fingers were like cords of steel,"They closed now, until his fingers were like cores of steel.",4.452,0.09090909090909091,0.017241379310344827,11,1,0,0,0.1743,0.0392,,
l2arctic_EBVS_arctic_a0067,l2arctic,EBVS,Spanish,,offline,offline,,,Surely I will excuse you she cried,"Thirdly, I will excuse you. She cried.",2.73,0.14285714285714285,0.11764705882352941,7,1,0,0,0.1959,0.0717,,
l2arctic_EBVS_arctic_a0071,l2arctic,EBVS,Spanish,,offline,offline,,,What was the object of your little sensation,What was the object of your little sensation?,3.699,0.0,0.0,8,0,0,0,0.1714,0.0463,,
l2arctic_EBVS_arctic_a0073,l2arctic,EBVS,Spanish,,offline,offline,,,The promoter's eyes were heavy with little puffy bags under them,The promoter's eyes were happy with little puffy bugs under them.,5.745,0.18181818181818182,0.0625,11,2,0,0,0.2027,0.0353,,
l2arctic_EBVS_arctic_a0075,l2arctic,EBVS,Spanish,,offline,offline,,,There has been a change she interrupted him,There has been a change. She interrupted him.,3.1,0.0,0.0,8,0,0,0,0.1611,0.052,,
l2arctic_EBVS_arctic_a0076,l2arctic,EBVS,Spanish,,offline,offline,,,The gray eyes faltered the flush deepened,"The grey is faltered, the flash deepens.",3.031,0.5714285714285714,0.17073170731707318,7,4,0,0,0.173,0.0571,,
l2arctic_HJK_arctic_a0003,l2arctic,HJK,Korean,,offline,offline,,,For the twentieth time that evening the two men shook hands,for the 20th time that evening the two men shook hands.,3.21,0.09090909090909091,0.11864406779661017,11,1,0,0,0.1819,0.0567,,
l2arctic_HJK_arctic_a0005,l2arctic,HJK,Korean,,offline,offline,,,Will we ever forget it,Will we ever forget it?,1.303,0.0,0.0,5,0,0,0,0.1466,0.1125,,
l2arctic_HJK_arctic_a0006,l2arctic,HJK,Korean,,offline,offline,,,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I will go on seeing them forever.,3.767,0.2727272727272727,0.1,11,2,0,1,0.1754,0.0466,,
l2arctic_HJK_arctic_a0007,l2arctic,HJK,Korean,,offline,offline,,,And you always want to see it in the superlative degree,And you always want to see it in the sperletive degree.,2.956,0.09090909090909091,0.03636363636363636,11,1,0,0,0.2023,0.0684,,
l2arctic_HJK_arctic_a0008,l2arctic,HJK,Korean,,offline,offline,,,Gad your letter came just in time,Get your letter came just in time.,2.083,0.14285714285714285,0.06060606060606061,7,1,0,0,0.1542,0.074,,
l2arctic_HJK_arctic_a0010,l2arctic,HJK,Korean,,offline,offline,,,I'm playing a single hand in what looks like a losing game,I'm playing a single hand in what looks like a losing game.,3.252,0.0,0.0,12,0,0,0,0.2368,0.0728,,
l2arctic_HJK_arctic_a0011,l2arctic,HJK,Korean,,offline,offline,,,If I ever needed a fighter in my life I need one now,"If I ever needed a fighter in my life, I need one now.",3.44,0.0,0.0,13,0,0,0,0.2578,0.0749,,
l2arctic_HJK_arctic_a0013,l2arctic,HJK,Korean,,offline,offline,,,He was a head shorter than his companion of almost delicate physique,He was a head shorter than his companion of almost delicate physique.,4.43,0.0,0.0,12,0,0,0,0.2483,0.0561,,
l2arctic_HJK_arctic_a0018,l2arctic,HJK,Korean,,offline,offline,,,There was a change now,There was a change now.,1.48,0.0,0.0,5,0,0,0,0.1909,0.129,,
